type_bien,prix,pieces,chambres,surface,etage,adresse,description,agence
Appartement à vendre - neuf,430 000 €4 111 €/m²,4,,"104,6",,"Bonnabaud, Clermont Ferrand (63000)",Livraison 2 ème trimèstre 2025 - Venez visiter notre APPARTEMENT TÉMOIN DÉCORÉ. Notre troisième collection d'appartements se situe à deux pas de la place de Jaude. Profitez du calme de la nature et b...,VINCI IMMOBILIER PROMOTION
Appartement à vendre - neuf,219 000 €3 611 €/m²,3,,"60,6",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Appartement à vendre - neuf,219 000 €3 611 €/m²,3,,"60,6",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Appartement à vendre - neuf,241 411 €6 050 €/m²,2,,"39,9",,"Lecoq, Clermont Ferrand (63000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Dispositif LMNP : préparez votre retraite et défiscalisez vos re...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,241 411 €6 050 €/m²,2,,"39,9",,"Lecoq, Clermont Ferrand (63000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Dispositif LMNP : préparez votre retraite et défiscalisez vos re...,SA BOUYGUES IMMOBILIER
Terrain avec maison neuve à vendre,327 826 €3 643 €/m²,4,3,440  de terrain,,Clermont-Ferrand (63000),"Étude de financement gratuite avec nos partenaires - Sovalfon maître d'oeuvre à imaginer pour vous à CLERMONT FERRAND , cette construction à étage de 90 m2 habitables sur un terrain de 440 m2. Terrai...",SOVALFON
Terrain avec maison neuve à vendre,327 826 €3 643 €/m²,4,3,440  de terrain,,Clermont-Ferrand (63000),"Étude de financement gratuite avec nos partenaires - Sovalfon maître d'oeuvre à imaginer pour vous à CLERMONT FERRAND , cette construction à étage de 90 m2 habitables sur un terrain de 440 m2. Terrai...",SOVALFON
Appartement à vendre - neuf,342 309 €6 508 €/m²,3,,"52,6",,"Lecoq, Clermont Ferrand (63000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Dispositif LMNP : préparez votre retraite et défiscalisez vos re...,SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,342 309 €6 508 €/m²,3,,"52,6",,"Lecoq, Clermont Ferrand (63000)",REMISES EXCEPTIONNELLES* Bénéficiez d'une remise exceptionnelle* sur certains logements de cette résidence du 1er au 31 décembre 2025. Dispositif LMNP : préparez votre retraite et défiscalisez vos re...,SA BOUYGUES IMMOBILIER
Maison à vendre - neuf,259 000 €3 943 €/m²,3,,"65,7",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Maison à vendre - neuf,259 000 €3 943 €/m²,3,,"65,7",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Appartement à vendre - neuf,215 000 €3 487 €/m²,3,,"61,7",,"Bien Assis, Clermont-Ferrand (63000)","Les fondations sont terminées. Uniquement 8 logements T3 et T4 disponibles en PSLA au coeur de notre programme immobilier VIVA CITY à Clermont-Ferrand ! Prix imbattables, idéal pour un 1er achat : TV...",SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,215 000 €3 487 €/m²,3,,"61,7",,"Bien Assis, Clermont-Ferrand (63000)","Les fondations sont terminées. Uniquement 8 logements T3 et T4 disponibles en PSLA au coeur de notre programme immobilier VIVA CITY à Clermont-Ferrand ! Prix imbattables, idéal pour un 1er achat : TV...",SA BOUYGUES IMMOBILIER
Appartement à vendre,126 500 €1 709 €/m²,4,,74,,"Leon Blum-La Raye Dieu, Clermont-Ferrand (63000)","Auvergne Habitat vous propose un appartement T3 dans une belle résidence, située au sein du quartier Léon Blum / La Raye Dieu. Environnement attractif, avec supérette, marché hebdomadaire et tram à 5...",AUVERGNE HABITAT
Appartement à vendre,126 500 €1 709 €/m²,4,,74,,"Leon Blum-La Raye Dieu, Clermont-Ferrand (63000)","Auvergne Habitat vous propose un appartement T3 dans une belle résidence, située au sein du quartier Léon Blum / La Raye Dieu. Environnement attractif, avec supérette, marché hebdomadaire et tram à 5...",AUVERGNE HABITAT
Appartement à vendre - neuf,269 000 €3 225 €/m²,4,,"83,4",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Appartement à vendre - neuf,269 000 €3 225 €/m²,4,,"83,4",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Maison à vendre - neuf,319 000 €3 605 €/m²,4,,"88,5",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Maison à vendre - neuf,319 000 €3 605 €/m²,4,,"88,5",,"L'Oradou, Clermont-Ferrand (63000)","Située dans le secteur de la Pradelle, la résidence Clovis est faite pour vous ! Notre sélection d'appartements neufs, du studio confortable au vaste 4 pièces, est conçue pour s'adapter à tous les st...",NEXITY
Appartement à vendre,140 000 €1 842 €/m²,3,2,76,1/3,"Sud Ouest, Lempdes (63370)","À VENDRE – T3 LUMINEUX AVEC GRAND BALCON – RÉSIDENCE LE PUY D'ANZELLE, LEMPDES (63370) Situé au 1er étage d'un immeuble de 3 niveaux au cœur de la résidence recherchée Le Puy d'Anzelle, cet apparteme...",GERVASON Catherine Agent mandataire Optimhome
Appartement à vendre - neuf,285 000 €3 470 €/m²,4,,"82,1",,"Bien Assis, Clermont-Ferrand (63000)","Les fondations sont terminées. Uniquement 8 logements T3 et T4 disponibles en PSLA au coeur de notre programme immobilier VIVA CITY à Clermont-Ferrand ! Prix imbattables, idéal pour un 1er achat : TV...",SA BOUYGUES IMMOBILIER
Appartement à vendre - neuf,285 000 €3 470 €/m²,4,,"82,1",,"Bien Assis, Clermont-Ferrand (63000)","Les fondations sont terminées. Uniquement 8 logements T3 et T4 disponibles en PSLA au coeur de notre programme immobilier VIVA CITY à Clermont-Ferrand ! Prix imbattables, idéal pour un 1er achat : TV...",SA BOUYGUES IMMOBILIER
Appartement à vendre,152 250 €2 873 €/m²,2,1,53,2/3,"Bonnabaud, Clermont-Ferrand (63000)","Idéalement situé, cet appartement coup de coeur au 2 € étage d'une petite copropriété à faibles charges séduira par son cachet et le charme de l'ancien. Il se compose d'une entrée avec accès à une ag...",COTE PARTICULIERS
Appartement à vendre,152 250 €2 873 €/m²,2,1,53,2/3,"Bonnabaud, Clermont-Ferrand (63000)","Idéalement situé, cet appartement coup de coeur au 2 € étage d'une petite copropriété à faibles charges séduira par son cachet et le charme de l'ancien. Il se compose d'une entrée avec accès à une ag...",COTE PARTICULIERS
Maison à vendre,249 000 €2 264 €/m²,6,5,310  de terrain,,"Anatole France, Clermont Ferrand (63000)","Située dans un environnement agréable, cette maison d'environ 110 m² habitables offre une belle vue dégagée et une exposition plein sud, idéale pour profiter de la luminosité toute la journée. Elle s...",TARAVANT IMMOBILIER
Maison à vendre,249 000 €2 264 €/m²,6,5,310  de terrain,,"Anatole France, Clermont Ferrand (63000)","Située dans un environnement agréable, cette maison d'environ 110 m² habitables offre une belle vue dégagée et une exposition plein sud, idéale pour profiter de la luminosité toute la journée. Elle s...",TARAVANT IMMOBILIER
Maison à vendre,378 000 €2 148 €/m²,6,5,3 500  de terrain,,"Heuzé-Riffaudières, Le Mans (72000)","MAISON DE CARACTÈRE A proximité immédiate de toute commodité cette charmante propriété de 176.39 m2 sur un terrain de 3500 m2 situé au Mans, avec une vue panoramique se compose comme suit: Au rez-de-...",
Maison à vendre,378 000 €2 148 €/m²,6,5,3 500  de terrain,,"Heuzé-Riffaudières, Le Mans (72000)","MAISON DE CARACTÈRE A proximité immédiate de toute commodité cette charmante propriété de 176.39 m2 sur un terrain de 3500 m2 situé au Mans, avec une vue panoramique se compose comme suit: Au rez-de-...",
Maison à vendre,249 000 €3 037 €/m²,5,3,275  de terrain,,"Bollée-Sainte Croix-Jardin des Plantes, Le Mans (72000)","Adresse d'exception, charme de l'ancien et potentiel évident au coeur de l'un des quartiers les plus recherchés du Mans. Cette maison de ville de 82 m2, posée sur une parcelle de 275 m2, profite d'un...",
Maison à vendre,249 000 €3 037 €/m²,5,3,275  de terrain,,"Bollée-Sainte Croix-Jardin des Plantes, Le Mans (72000)","Adresse d'exception, charme de l'ancien et potentiel évident au coeur de l'un des quartiers les plus recherchés du Mans. Cette maison de ville de 82 m2, posée sur une parcelle de 275 m2, profite d'un...",
Hôtel particulier à vendre,851 000 €3 117 €/m²,10,6,827  de terrain,,Le Mans (72000),"Dans le centre du Mans, à 10 min de la gare TGV et 54 min de Paris, un hôtel particulier de 270 m² avec terrasse et jardin arboré. La demeure est située en retrait d'une avenue, avec une cour d'honne...",PATRICE BESSE
Hôtel particulier à vendre,851 000 €3 117 €/m²,10,6,827  de terrain,,Le Mans (72000),"Dans le centre du Mans, à 10 min de la gare TGV et 54 min de Paris, un hôtel particulier de 270 m² avec terrasse et jardin arboré. La demeure est située en retrait d'une avenue, avec une cour d'honne...",PATRICE BESSE
Appartement à vendre,159 900 €2 387 €/m²,4,3,67,3/3,"Quartier du Centre, Le Mans (72000)","Dans l'une des plus belles rues du Vieux Mans, au cœur du centre historique et du parcours féérique de la Nuit des Chimères, se niche ce triplex au coeur d'un immeuble de caractère. Un emplacement pr...",NAON Philippe Louis   Capifrance
Appartement à vendre,159 900 €2 387 €/m²,4,3,67,3/3,"Quartier du Centre, Le Mans (72000)","Dans l'une des plus belles rues du Vieux Mans, au cœur du centre historique et du parcours féérique de la Nuit des Chimères, se niche ce triplex au coeur d'un immeuble de caractère. Un emplacement pr...",NAON Philippe Louis   Capifrance
Maison à vendre,333 000 €2 205 €/m²,6,4,151,,"Hôpital-Chasse Royale-Le Pré, Le Mans (72000)","Avec élégance et au calme, cette authentique mancelle réinventée cultive tout l'esprit du Mans : une entrée spacieuse et baignée de lumière mène à une double réception où l'on retrouve les beaux code...",GALLIOT NAON Cyrielle   Capifrance
Maison à vendre,333 000 €2 205 €/m²,6,4,151,,"Hôpital-Chasse Royale-Le Pré, Le Mans (72000)","Avec élégance et au calme, cette authentique mancelle réinventée cultive tout l'esprit du Mans : une entrée spacieuse et baignée de lumière mène à une double réception où l'on retrouve les beaux code...",GALLIOT NAON Cyrielle   Capifrance
Maison à vendre,658 000 €2 560 €/m²,8,5,358  de terrain,,"Saint Pavin-Saint Georges, Le Mans (72000)","Vivez une expérience unique au cœur de ce loft exceptionnel, où caractère et luxe se rencontrent pour offrir un cadre de vie atypique. Dès l'entrée, vous serez subjugués par une vaste pièce de vie ba...",GALLIOT NAON Cyrielle   Capifrance
Maison à vendre,658 000 €2 560 €/m²,8,5,358  de terrain,,"Saint Pavin-Saint Georges, Le Mans (72000)","Vivez une expérience unique au cœur de ce loft exceptionnel, où caractère et luxe se rencontrent pour offrir un cadre de vie atypique. Dès l'entrée, vous serez subjugués par une vaste pièce de vie ba...",GALLIOT NAON Cyrielle   Capifrance
Maison à vendre,679 000 €2 705 €/m²,10,6,251,,"Mission, Le Mans (72000)","À 10MN à pied de la gare TGV, élégante maison bourgeoise entièrement restaurée, 6 chambres, jardin paysager et garage — un écrin rare en cœur de ville. Au cœur d'un quartier résidentiel et recherché ...",GALLIOT NAON Cyrielle   Capifrance
Maison à vendre,679 000 €2 705 €/m²,10,6,251,,"Mission, Le Mans (72000)","À 10MN à pied de la gare TGV, élégante maison bourgeoise entièrement restaurée, 6 chambres, jardin paysager et garage — un écrin rare en cœur de ville. Au cœur d'un quartier résidentiel et recherché ...",GALLIOT NAON Cyrielle   Capifrance
Appartement à vendre,169 900 €2 098 €/m²,4,2,81,5/5,"Quartier du Centre, Le Mans (72000)","À 2MN à pied de la place de la République, cet appartement en dernier étage séduit par sa terrasse unique, sa vue dégagée et sa lumière omniprésente. L'accès se fait par un ascenseur récent et spacie...",NAON Philippe Louis   Capifrance
Appartement à vendre,169 900 €2 098 €/m²,4,2,81,5/5,"Quartier du Centre, Le Mans (72000)","À 2MN à pied de la place de la République, cet appartement en dernier étage séduit par sa terrasse unique, sa vue dégagée et sa lumière omniprésente. L'accès se fait par un ascenseur récent et spacie...",NAON Philippe Louis   Capifrance
Maison à vendre,348 000 €2 384 €/m²,7,5,1 400  de terrain,,"Quartier du Centre, Le Mans (72000)","Saint-Pavace – Élégance discrète à 5 min du Mans Au cœur du centre recherché de Saint-Pavace, à seulement 5MN du Mans, cette maison traditionnelle se dévoile en toute discrétion, en retrait des regar...",NAON Philippe Louis   Capifrance
Maison à vendre,348 000 €2 384 €/m²,7,5,1 400  de terrain,,"Quartier du Centre, Le Mans (72000)","Saint-Pavace – Élégance discrète à 5 min du Mans Au cœur du centre recherché de Saint-Pavace, à seulement 5MN du Mans, cette maison traditionnelle se dévoile en toute discrétion, en retrait des regar...",NAON Philippe Louis   Capifrance
Appartement à vendre - neuf,149 500 €4 050 €/m²,2,,"36,9",,"Saint Pavin-Saint Georges, Le Mans (72000)","Astella, mettez le cap vers la Sarthe. Découvrez au cœur du quartier Saint-Georges au Mans, Astella ! Bordé par le Boulevard Anatole France, la rue du Colonel Raynal et la rue d'Eichthal sur le boule...",LEGENDRE IMMOBILIER
Maison à vendre,549 900 €2 340 €/m²,9,6,150  de terrain,,"Hôpital-Chasse Royale-Le Pré, Le Mans (72000)","Sur la rive droite, au cœur d'un quartier prisé, cette somptueuse maison de maître du début du XIXe siècle se distingue par sa rénovation intégrale, réalisée avec des matériaux contemporains et haut ...",GALLIOT NAON Cyrielle   Capifrance
Maison à vendre,549 900 €2 340 €/m²,9,6,150  de terrain,,"Hôpital-Chasse Royale-Le Pré, Le Mans (72000)","Sur la rive droite, au cœur d'un quartier prisé, cette somptueuse maison de maître du début du XIXe siècle se distingue par sa rénovation intégrale, réalisée avec des matériaux contemporains et haut ...",GALLIOT NAON Cyrielle   Capifrance
Appartement à vendre,114 300 €6 016 €/m²,1,,19,,Le Mans (72000),"Saisissez une opportunité d'investissement performante avec le LMNP sous bail commercial. Ce dispositif vous permet de générer des loyers sécurisés, nets d'impôts, sans avoir à gérer votre bien. Un g...",LA CENTRALE DU NEUF
Appartement à vendre,114 300 €6 016 €/m²,1,,19,,Le Mans (72000),"Saisissez une opportunité d'investissement performante avec le LMNP sous bail commercial. Ce dispositif vous permet de générer des loyers sécurisés, nets d'impôts, sans avoir à gérer votre bien. Un g...",LA CENTRALE DU NEUF
Duplex à vendre,399 000 €2 790 €/m²,6,3,143,2/3,Le Mans (72000),"Tony MOGIS, #Karacterre® Le Mans, vous propose un magnifique appartement-terrasse de 143 m2 en plein coeur de ville du Mans, au 2 € étage d'un bel immeuble Haussmannien. Ce duplex se caractérise par ...",KARACTERRE
Duplex à vendre,399 000 €2 790 €/m²,6,3,143,2/3,Le Mans (72000),"Tony MOGIS, #Karacterre® Le Mans, vous propose un magnifique appartement-terrasse de 143 m2 en plein coeur de ville du Mans, au 2 € étage d'un bel immeuble Haussmannien. Ce duplex se caractérise par ...",KARACTERRE
Maison à vendre,1 260 000 €2 972 €/m²,20,6,4 000  de terrain,,Le Mans (72000),"Tony MOGIS #Karacterre® Le Mans - vous dévoile, au coeur du centre-ville du Mans, niché dans un écrin de verdure exceptionnel, ce somptueux hôtel particulier de 420 m² habitables, subtilement décoré....",KARACTERRE
Maison à vendre,1 260 000 €2 972 €/m²,20,6,4 000  de terrain,,Le Mans (72000),"Tony MOGIS #Karacterre® Le Mans - vous dévoile, au coeur du centre-ville du Mans, niché dans un écrin de verdure exceptionnel, ce somptueux hôtel particulier de 420 m² habitables, subtilement décoré....",KARACTERRE
Maison à vendre,435 000 €2 500 €/m²,8,6,769  de terrain,,"Bollée-Sainte Croix-Clairfontaine, Le Mans (72000)","Bérangère Goguet vous propose cette maison familiale des années 70 située dans une rue paisible du très recherché secteur du Triangle d'Or, vous serez séduit par ses volumes généreux, sa construction...",GOGUET Bérangère   Capifrance
Maison à vendre,435 000 €2 500 €/m²,8,6,769  de terrain,,"Bollée-Sainte Croix-Clairfontaine, Le Mans (72000)","Bérangère Goguet vous propose cette maison familiale des années 70 située dans une rue paisible du très recherché secteur du Triangle d'Or, vous serez séduit par ses volumes généreux, sa construction...",GOGUET Bérangère   Capifrance
Maison à vendre,468 000 €1 733 €/m²,9,7,250  de terrain,,Le Mans (72000),"Dans rue calme proche gare, tram et commerces : Mancelle avec double garage comprenant une maison principale de 200m² :une entrée avec ses carreaux de ciments , WC , salon séjour avec cheminée , une ...",PERROTIN IMMOBILIER
Maison à vendre,468 000 €1 733 €/m²,9,7,250  de terrain,,Le Mans (72000),"Dans rue calme proche gare, tram et commerces : Mancelle avec double garage comprenant une maison principale de 200m² :une entrée avec ses carreaux de ciments , WC , salon séjour avec cheminée , une ...",PERROTIN IMMOBILIER
Maison à vendre,277 000 €2 098 €/m²,6,4,271  de terrain,,"Université-Ribay-Ardriers, Le Mans (72000)","Exclusivité – Maison familiale lumineuse avec 4 chambres – Secteur Le Mans Idéalement située à proximité immédiate de la rocade, de l'hôpital Nord, du centre-ville, des écoles, des commerces et d'une...",WACQUEZ Sébastien Agent mandataire Optimhome
Maison à vendre,277 000 €2 098 €/m²,6,4,271  de terrain,,"Université-Ribay-Ardriers, Le Mans (72000)","Exclusivité – Maison familiale lumineuse avec 4 chambres – Secteur Le Mans Idéalement située à proximité immédiate de la rocade, de l'hôpital Nord, du centre-ville, des écoles, des commerces et d'une...",WACQUEZ Sébastien Agent mandataire Optimhome
Maison à vendre,569 000 €1 581 €/m²,10,7,23 705  de terrain,,Le Mans (72000),"À VENDRE – Gîte de groupe avec maison d'habitation dans un cadre exceptionnel. Raphaël JOUBERT vous propose à la vente un bien rare à 30 minutes du Mans, situé dans un environnement préservé, verdoya...",JOUBERT Raphaël   Capifrance
Maison à vendre,569 000 €1 581 €/m²,10,7,23 705  de terrain,,Le Mans (72000),"À VENDRE – Gîte de groupe avec maison d'habitation dans un cadre exceptionnel. Raphaël JOUBERT vous propose à la vente un bien rare à 30 minutes du Mans, situé dans un environnement préservé, verdoya...",JOUBERT Raphaël   Capifrance
Maison à vendre,465 000 €2 612 €/m²,7,6,4 477  de terrain,,Le Mans (72000),"iad France - Vincent Boinet vous propose: Maison familiale à seulement 16 minutes de la gare du Mans. Située au calme de la campagne et à proximité de la ville, vous serez séduit par le parc paysagé ...",iad France  Vincent Boinet
Maison à vendre,465 000 €2 612 €/m²,7,6,4 477  de terrain,,Le Mans (72000),"iad France - Vincent Boinet vous propose: Maison familiale à seulement 16 minutes de la gare du Mans. Située au calme de la campagne et à proximité de la ville, vous serez séduit par le parc paysagé ...",iad France  Vincent Boinet
Appartement à vendre,124 000 €1 824 €/m²,3,2,68,3/7,"Heuzé-Riffaudières, Le Mans (72000)",iad France - Thierry Martineau vous propose: Opportunité Rare - Charmant Appartement de 3 Pièces avec Balcon - Quartier Saint Georges Bienvenue dans ce charmant appartement refait à neuf en 2019. Ce ...,iad France  Thierry Martineau
Appartement à vendre,124 000 €1 824 €/m²,3,2,68,3/7,"Heuzé-Riffaudières, Le Mans (72000)",iad France - Thierry Martineau vous propose: Opportunité Rare - Charmant Appartement de 3 Pièces avec Balcon - Quartier Saint Georges Bienvenue dans ce charmant appartement refait à neuf en 2019. Ce ...,iad France  Thierry Martineau
Maison à vendre,375 000 €2 358 €/m²,8,5,295  de terrain,,"Saint Pavin-Saint Georges, Le Mans (72000)",LE MANS - Saint Pavin - Maison - 159 m² - 5 chambres : 375 000 EUROS HAI de 3.99% TTC à la charge de l'acquéreur (soit 14 400 euros TTC) soit 360 600 euros hors honoraires. Dans le quartier prisé de ...,Proprietes privees.com   Guillaume MAGA
Maison à vendre,375 000 €2 358 €/m²,8,5,295  de terrain,,"Saint Pavin-Saint Georges, Le Mans (72000)",LE MANS - Saint Pavin - Maison - 159 m² - 5 chambres : 375 000 EUROS HAI de 3.99% TTC à la charge de l'acquéreur (soit 14 400 euros TTC) soit 360 600 euros hors honoraires. Dans le quartier prisé de ...,Proprietes privees.com   Guillaume MAGA
Appartement à vendre,141 750 €1 608 €/m²,5,3,"88,2",,Le Mans (72000),"À VENDRE, BEL APPARTEMENT DANS LE QUARTIER TRÈS RECHERCHÉ DE GAMBETTA AU PIED DU TRAMWAY. Au premier étage d'une résidence calme, sécurisée et bien entretenue, proche des commerces, écoles et commodi...",Agent Commercial 3G IMMO CARLIER Emmanuelle
Appartement à vendre,141 750 €1 608 €/m²,5,3,"88,2",,Le Mans (72000),"À VENDRE, BEL APPARTEMENT DANS LE QUARTIER TRÈS RECHERCHÉ DE GAMBETTA AU PIED DU TRAMWAY. Au premier étage d'une résidence calme, sécurisée et bien entretenue, proche des commerces, écoles et commodi...",Agent Commercial 3G IMMO CARLIER Emmanuelle
Appartement à vendre,138 980 €1 930 €/m²,3,2,72,3/4,Le Mans (72100),"Signature Immobilier vous propose en exclusivité ce superbe T3 situé gare sud Avec un DPE en C. Au cœur d'un quartier en plein expansion, découvrez ce beau T3 avec deux belles chambres bien orientéee...",SIGNATURE IMMOBILIER
Appartement à vendre,138 980 €1 930 €/m²,3,2,72,3/4,Le Mans (72100),"Signature Immobilier vous propose en exclusivité ce superbe T3 situé gare sud Avec un DPE en C. Au cœur d'un quartier en plein expansion, découvrez ce beau T3 avec deux belles chambres bien orientéee...",SIGNATURE IMMOBILIER
Appartement à vendre - neuf,99 000 €4 406 €/m²,1,,"22,5",,"Saint Pavin-Saint Georges, Le Mans (72000)","Astella, mettez le cap vers la Sarthe. Découvrez au cœur du quartier Saint-Georges au Mans, Astella ! Bordé par le Boulevard Anatole France, la rue du Colonel Raynal et la rue d'Eichthal sur le boule...",LEGENDRE IMMOBILIER
Appartement à vendre,181 900 €1 732 €/m²,5,3,105,1/2,Le Mans (72000),L'Agence Signature vous propose ce superbe appartement avec beaucoup de caractère au centre du Mans dans une petite copropriété proche Gare entièrement a rénover. TF 1000€ Charges de copropriété 125€...,SIGNATURE IMMOBILIER
Appartement à vendre,181 900 €1 732 €/m²,5,3,105,1/2,Le Mans (72000),L'Agence Signature vous propose ce superbe appartement avec beaucoup de caractère au centre du Mans dans une petite copropriété proche Gare entièrement a rénover. TF 1000€ Charges de copropriété 125€...,SIGNATURE IMMOBILIER
Maison à vendre,188 000 €1 979 €/m²,4,3,395  de terrain,,Le Mans (72100),A 10 MN A PIED DE LA GARE SUD RARE MAISON DE PLAIN PIED INDEPENDANTE AVEC BEAU JARDIN SANS VIS A VIS Venez découvri cette jolie maison de ville de plus de 95 m² habitables Lors de la visite vous déco...,72 Immobilier
Maison à vendre,188 000 €1 979 €/m²,4,3,395  de terrain,,Le Mans (72100),A 10 MN A PIED DE LA GARE SUD RARE MAISON DE PLAIN PIED INDEPENDANTE AVEC BEAU JARDIN SANS VIS A VIS Venez découvri cette jolie maison de ville de plus de 95 m² habitables Lors de la visite vous déco...,72 Immobilier
Appartement à vendre - neuf,182 900 €4 690 €/m²,2,1,39,,"Université-Ribay-Ardriers, Le Mans (72000)","Découvrez cet appartement neuf idéalement situé au cœur du Mans (72000), alliant confort et modernité. D'une surface habitable de 39 m², ce T2 au 1er étage bénéficie d'une exposition Sud/Ouest offran...",
Appartement à vendre - neuf,182 900 €4 690 €/m²,2,1,39,,"Université-Ribay-Ardriers, Le Mans (72000)","Découvrez cet appartement neuf idéalement situé au cœur du Mans (72000), alliant confort et modernité. D'une surface habitable de 39 m², ce T2 au 1er étage bénéficie d'une exposition Sud/Ouest offran...",
Appartement à vendre - neuf,189 000 €4 109 €/m²,2,1,46,,"Saint Pierre, Brest (29200)","Appartement neuf à Brest : découvrez Reflets de la Rade, le nouveau projet immobilier d’exception Programme immobilier neuf à Sainte-Anne du Portzic – vue mer imprenable Découvrez Reflets de la Rade,...",AMENATYS
Appartement à vendre - neuf,189 000 €4 109 €/m²,2,1,46,,"Saint Pierre, Brest (29200)","Appartement neuf à Brest : découvrez Reflets de la Rade, le nouveau projet immobilier d’exception Programme immobilier neuf à Sainte-Anne du Portzic – vue mer imprenable Découvrez Reflets de la Rade,...",AMENATYS
Appartement à vendre - neuf,289 000 €4 735 €/m²,3,1,61,,"Saint Pierre, Brest (29200)","Appartement neuf à Brest : découvrez Reflets de la Rade, le nouveau projet immobilier d’exception Programme immobilier neuf à Sainte-Anne du Portzic – vue mer imprenable Découvrez Reflets de la Rade,...",AMENATYS
Appartement à vendre - neuf,289 000 €4 735 €/m²,3,1,61,,"Saint Pierre, Brest (29200)","Appartement neuf à Brest : découvrez Reflets de la Rade, le nouveau projet immobilier d’exception Programme immobilier neuf à Sainte-Anne du Portzic – vue mer imprenable Découvrez Reflets de la Rade,...",AMENATYS
Appartement à vendre - neuf,395 000 €4 391 €/m²,4,,90,,"Saint Marc, Brest (29200)","[- OFFRE EXCLUSIVE - ] Démarrage des travaux en cours. Devenez enfin propriétaire à BREST grâce à l'offre IMMOSTART* : Profitez du PRET À TAUX ZÉRO*, bénéficiez de tous les avantages de cette offre e...",LAMOTTE
Appartement à vendre - neuf,395 000 €4 391 €/m²,4,,90,,"Saint Marc, Brest (29200)","[- OFFRE EXCLUSIVE - ] Démarrage des travaux en cours. Devenez enfin propriétaire à BREST grâce à l'offre IMMOSTART* : Profitez du PRET À TAUX ZÉRO*, bénéficiez de tous les avantages de cette offre e...",LAMOTTE
Appartement à vendre - neuf,290 000 €4 677 €/m²,3,,62,,"Saint Marc, Brest (29200)","[- OFFRE EXCLUSIVE - ] Démarrage des travaux en cours. Devenez enfin propriétaire à BREST grâce à l'offre IMMOSTART* : Profitez du PRET À TAUX ZÉRO*, bénéficiez de tous les avantages de cette offre e...",LAMOTTE
Appartement à vendre - neuf,290 000 €4 677 €/m²,3,,62,,"Saint Marc, Brest (29200)","[- OFFRE EXCLUSIVE - ] Démarrage des travaux en cours. Devenez enfin propriétaire à BREST grâce à l'offre IMMOSTART* : Profitez du PRET À TAUX ZÉRO*, bénéficiez de tous les avantages de cette offre e...",LAMOTTE
Appartement à vendre - neuf,183 000 €4 816 €/m²,2,,38,,"Saint Marc, Brest (29200)","[- OFFRE EXCLUSIVE - ] Démarrage des travaux en cours. Devenez enfin propriétaire à BREST grâce à l'offre IMMOSTART* : Profitez du PRET À TAUX ZÉRO*, bénéficiez de tous les avantages de cette offre e...",LAMOTTE
Appartement à vendre - neuf,183 000 €4 816 €/m²,2,,38,,"Saint Marc, Brest (29200)","[- OFFRE EXCLUSIVE - ] Démarrage des travaux en cours. Devenez enfin propriétaire à BREST grâce à l'offre IMMOSTART* : Profitez du PRET À TAUX ZÉRO*, bénéficiez de tous les avantages de cette offre e...",LAMOTTE
